15 true

11 1 8 2 7 16 17 19 19 0 16 11 17 14 18 
1 7 19 16 15 19 6 16 1 9 8 15 8 3 7 
5 10 2 10 7 8 1 16 5 6 18 12 3 0 10 
10 19 8 0 14 11 10 9 15 1 1 11 18 0 12 
1 13 12 6 12 0 6 16 13 13 13 14 6 15 19 
5 12 18 12 9 2 5 17 0 11 11 9 16 6 9 
2 9 18 14 11 17 2 11 4 15 17 16 2 3 1 
18 0 5 7 8 0 8 7 11 10 3 18 5 1 8 
17 6 8 14 3 0 14 11 19 0 1 6 15 17 7 
17 12 6 10 3 12 4 2 7 4 3 5 12 15 14 
13 14 10 9 18 16 5 8 1 4 13 6 9 18 14 
11 8 0 18 10 12 9 7 6 18 9 12 10 5 16 
7 8 0 12 10 10 15 14 12 18 11 17 4 14 10 
6 19 7 11 3 14 11 19 0 6 17 3 5 14 0 
11 2 14 17 18 1 11 13 2 10 17 7 19 15 19 

37 37 
2 1 2 
2 1 8 
2 4 14 
2 0 7 
2 3 6 
2 9 12 
2 3 8 
2 1 7 
2 4 13 
2 1 10 
2 2 4 
2 6 10 
2 7 14 
2 0 10 
2 8 10 
2 8 13 
2 6 9 
2 4 10 
2 1 13 
2 7 8 
2 6 12 
2 1 6 
2 2 4 
2 1 7 
2 6 14 
2 3 8 
2 1 6 
2 7 12 
2 4 14 
2 2 6 
2 1 13 
2 6 7 
2 0 1 
2 2 11 
2 5 9 
2 5 14 
2 12 14 

2 0 5 
2 3 10 
2 6 7 
2 7 9 
2 4 8 
2 10 14 
2 13 14 
2 7 8 
2 6 10 
2 4 13 
2 0 4 
2 12 14 
2 10 14 
2 8 13 
2 3 14 
2 4 8 
2 1 5 
2 4 5 
2 0 7 
2 10 12 
2 5 7 
2 1 14 
2 0 11 
2 1 13 
2 1 6 
2 1 10 
2 5 12 
2 0 5 
2 3 10 
2 9 11 
2 2 7 
2 3 5 
2 2 4 
2 1 4 
2 1 11 
2 0 8 
2 2 14 
