10 true

8 5 17 16 5 3 19 12 18 5 
6 11 3 6 16 19 4 5 19 8 
10 10 17 9 0 10 9 2 3 4 
15 12 15 17 19 9 8 16 6 11 
5 19 7 2 16 8 2 15 11 7 
13 12 14 11 19 10 4 7 3 2 
2 14 8 10 9 4 6 11 11 16 
1 19 8 14 7 6 1 5 13 9 
7 0 0 0 8 17 5 8 5 5 
9 18 14 18 18 5 0 3 15 13 

21 21 
2 3 4 
2 0 3 
2 5 7 
2 4 6 
2 4 9 
2 1 9 
2 4 9 
2 0 4 
2 3 8 
2 5 6 
2 0 9 
2 2 5 
2 3 4 
2 2 3 
2 2 5 
2 8 9 
2 0 9 
2 1 4 
2 4 9 
2 6 8 
2 4 6 

2 6 7 
2 4 7 
2 0 1 
2 4 6 
2 1 5 
2 4 6 
2 4 8 
2 2 9 
2 4 8 
2 2 5 
2 1 2 
2 0 9 
2 7 8 
2 0 6 
2 1 5 
2 4 8 
2 0 2 
2 3 5 
2 0 6 
2 0 8 
2 0 1 
