30 true

11 7 10 11 14 16 1 1 3 12 4 1 15 7 14 17 19 5 9 8 18 14 4 19 13 17 13 16 12 13 
1 0 17 3 6 15 1 16 10 16 11 3 16 12 18 7 10 13 7 2 12 15 15 2 4 6 12 0 17 11 
13 0 7 16 5 1 16 15 10 13 15 10 0 8 2 2 17 13 8 15 16 5 8 10 11 9 7 5 12 13 
11 14 16 11 9 16 2 3 19 11 3 12 18 9 7 7 3 16 15 13 19 15 9 7 17 4 5 16 6 6 
12 15 9 3 9 1 6 16 10 11 16 8 3 1 16 4 2 1 1 16 8 14 13 14 0 7 18 5 2 12 
14 15 6 16 14 0 3 8 18 7 7 2 9 14 19 8 5 3 12 14 9 8 19 17 10 19 0 14 14 0 
19 7 14 1 2 17 2 4 8 12 14 11 10 10 19 7 10 19 15 15 16 2 15 16 11 8 7 16 19 0 
6 16 11 8 5 0 15 12 14 16 1 17 6 13 11 17 11 18 3 2 8 14 9 12 16 6 6 14 0 12 
18 14 18 18 3 13 10 7 2 8 18 12 16 1 10 15 17 10 7 6 2 9 18 5 6 8 16 16 0 2 
11 1 13 2 8 1 14 1 9 5 1 12 13 7 18 8 14 6 2 17 9 1 1 14 14 14 0 4 1 6 
6 2 8 2 19 12 5 5 17 0 19 3 2 9 13 11 9 4 19 13 7 16 9 4 13 8 14 3 8 1 
15 17 10 18 5 17 17 5 7 11 3 8 12 10 4 18 11 16 15 0 6 8 11 8 18 10 13 2 17 2 
0 11 14 11 17 2 0 3 17 18 6 16 12 12 1 15 7 2 6 4 10 6 15 2 9 3 12 10 13 6 
6 16 7 7 2 13 17 1 4 18 19 7 12 19 5 0 9 0 10 2 18 15 12 5 17 13 9 8 14 5 
0 8 4 16 12 2 18 10 9 8 6 4 4 18 4 3 4 8 6 6 18 5 5 3 13 5 14 19 5 6 
17 8 1 11 1 0 1 10 6 18 5 0 17 14 6 13 18 5 5 12 8 4 7 1 17 19 2 10 0 16 
16 1 3 5 19 0 13 18 7 7 12 2 19 17 12 12 13 12 7 14 2 14 13 0 18 5 16 2 10 19 
4 8 7 3 19 13 13 14 4 14 15 16 11 11 8 5 6 14 14 7 7 4 11 4 1 5 8 14 10 9 
10 11 11 1 7 6 4 11 13 10 1 5 2 16 4 8 14 4 13 17 8 8 4 14 2 8 8 5 16 3 
13 2 0 13 3 3 3 0 0 8 10 6 19 6 1 10 11 10 8 16 8 9 5 2 16 18 17 2 6 14 
7 2 5 11 14 15 11 1 15 7 6 10 12 3 5 13 10 12 1 19 5 8 5 12 9 5 15 9 1 8 
7 11 11 4 8 4 5 8 13 15 6 4 0 18 0 0 4 18 19 17 5 15 15 2 18 12 16 3 15 17 
11 8 10 14 15 18 8 0 19 13 19 12 11 18 9 7 9 13 11 8 4 18 7 3 17 19 13 8 6 17 
7 11 16 7 11 10 10 10 1 16 16 6 12 19 8 0 18 16 16 9 16 6 4 0 19 18 18 16 0 18 
9 6 4 18 17 7 12 14 19 16 2 19 7 17 9 4 9 12 13 9 13 12 3 3 1 5 15 7 9 10 
5 16 8 1 19 9 9 5 15 9 12 5 3 3 10 7 1 16 2 18 7 1 11 5 2 1 0 4 17 0 
0 8 18 10 19 18 15 13 8 4 19 7 10 13 2 4 1 9 8 19 13 14 2 14 15 2 11 1 9 2 
16 19 6 18 3 7 5 10 12 14 3 6 16 7 12 9 18 1 16 17 3 2 5 18 3 19 1 15 8 4 
16 4 17 18 6 10 11 2 19 6 8 0 6 15 10 9 10 12 7 1 17 8 19 9 1 8 10 8 14 5 
7 16 1 12 9 17 14 0 13 4 18 3 2 9 13 15 15 5 16 8 10 9 7 19 15 10 7 2 19 0 

108 108 
2 2 13 
2 11 28 
2 3 20 
2 24 10 
2 2 11 
2 26 14 
2 1 13 
2 1 11 
2 16 3 
2 16 27 
2 21 15 
2 6 11 
2 1 23 
2 26 28 
2 11 29 
2 2 3 
2 5 22 
2 7 15 
2 8 9 
2 24 13 
2 0 6 
2 16 14 
2 0 3 
2 0 2 
2 1 24 
2 21 25 
2 19 26 
2 1 4 
2 3 7 
2 20 29 
2 21 27 
2 16 2 
2 7 11 
2 17 26 
2 26 10 
2 0 22 
2 17 8 
2 9 13 
2 4 24 
2 24 10 
2 12 28 
2 0 12 
2 1 4 
2 3 15 
2 20 29 
2 3 12 
2 17 15 
2 4 29 
2 20 24 
2 5 29 
2 4 7 
2 4 8 
2 17 12 
2 17 19 
2 6 13 
2 10 12 
2 20 23 
2 24 15 
2 1 12 
2 24 25 
2 16 21 
2 19 7 
2 6 28 
2 3 21 
2 3 4 
2 0 12 
2 9 13 
2 19 28 
2 5 11 
2 21 27 
2 11 29 
2 23 11 
2 29 15 
2 21 6 
2 23 25 
2 17 3 
2 3 25 
2 7 24 
2 20 6 
2 11 12 
2 16 25 
2 25 26 
2 8 29 
2 22 8 
2 23 28 
2 17 4 
2 3 15 
2 8 12 
2 22 12 
2 2 25 
2 23 14 
2 10 28 
2 0 4 
2 4 7 
2 24 25 
2 5 15 
2 19 4 
2 20 7 
2 28 29 
2 21 13 
2 10 29 
2 19 6 
2 1 7 
2 6 29 
2 20 11 
2 24 9 
2 18 19 
2 1 14 

2 7 29 
2 8 27 
2 23 10 
2 24 29 
2 19 10 
2 4 5 
2 8 24 
2 17 8 
2 19 6 
2 3 21 
2 1 9 
2 11 27 
2 4 10 
2 13 15 
2 23 24 
2 7 10 
2 16 2 
2 11 27 
2 16 2 
2 2 4 
2 1 5 
2 4 29 
2 17 9 
2 17 23 
2 12 28 
2 20 7 
2 6 27 
2 13 29 
2 2 8 
2 22 25 
2 9 28 
2 24 13 
2 19 13 
2 4 24 
2 20 27 
2 27 14 
2 16 5 
2 5 24 
2 23 14 
2 8 11 
2 17 26 
2 10 28 
2 7 25 
2 21 9 
2 7 24 
2 3 6 
2 3 7 
2 5 15 
2 25 29 
2 25 12 
2 4 11 
2 1 2 
2 10 12 
2 7 9 
2 0 9 
2 0 24 
2 16 20 
2 1 12 
2 22 14 
2 16 10 
2 23 10 
2 4 21 
2 19 27 
2 4 14 
2 20 13 
2 22 9 
2 20 7 
2 27 28 
2 17 29 
2 17 8 
2 18 7 
2 3 9 
2 6 29 
2 5 27 
2 4 9 
2 0 15 
2 18 28 
2 16 23 
2 24 9 
2 0 19 
2 1 3 
2 18 22 
2 1 26 
2 11 15 
2 16 25 
2 3 14 
2 6 27 
2 12 14 
2 19 25 
2 5 24 
2 4 6 
2 0 19 
2 25 15 
2 12 29 
2 16 18 
2 19 11 
2 0 27 
2 24 9 
2 18 25 
2 25 12 
2 4 10 
2 0 1 
2 3 27 
2 11 12 
2 0 14 
2 17 6 
2 3 20 
2 10 15 
