15 true

3 16 6 10 13 14 1 5 5 19 5 9 1 7 16 
15 18 11 7 3 2 6 4 6 2 17 6 16 14 3 
9 16 3 6 17 8 14 7 5 3 3 15 10 10 1 
14 15 15 8 13 8 19 13 10 15 3 7 14 3 8 
10 8 5 16 5 6 5 17 7 6 13 10 7 11 14 
11 6 9 5 9 9 4 8 18 10 19 17 9 14 16 
8 11 16 16 19 17 12 7 12 19 11 8 3 15 4 
12 7 13 7 16 8 11 5 16 11 14 3 1 12 14 
6 2 15 12 16 0 18 5 13 5 13 5 6 6 5 
2 9 0 3 5 4 11 2 2 8 2 17 7 6 18 
17 11 16 6 19 8 1 1 9 7 5 16 15 0 0 
7 15 19 13 9 4 13 8 7 7 13 11 11 13 11 
10 18 1 14 10 5 5 9 1 11 10 18 3 15 3 
2 16 1 1 13 11 13 19 9 6 3 14 17 18 7 
17 7 1 0 1 17 3 19 12 5 1 4 6 2 7 

30 30 
2 8 10 
2 3 4 
2 0 4 
2 0 11 
2 4 11 
2 0 8 
2 3 7 
2 5 7 
2 7 13 
2 12 14 
2 2 3 
2 7 11 
2 5 7 
2 0 12 
2 6 10 
2 6 13 
2 2 9 
2 1 5 
2 9 14 
2 2 6 
2 3 11 
2 9 12 
2 1 11 
2 1 7 
2 11 14 
2 6 12 
2 2 13 
2 2 11 
2 0 2 
2 5 6 

2 5 11 
2 0 7 
2 9 11 
2 3 5 
2 1 8 
2 12 13 
2 0 11 
2 6 7 
2 1 14 
2 4 8 
2 0 10 
2 3 5 
2 2 10 
2 6 12 
2 1 9 
2 5 11 
2 8 10 
2 4 10 
2 10 12 
2 0 3 
2 0 12 
2 4 7 
2 5 8 
2 0 5 
2 5 7 
2 1 6 
2 1 13 
2 1 5 
2 8 9 
2 0 8 
