30 true

0 4 16 9 10 5 4 9 0 14 3 19 18 13 17 1 9 4 14 8 8 8 19 19 13 9 7 3 9 3 
13 1 19 18 3 18 3 9 9 1 3 2 14 2 17 8 3 18 1 19 11 18 0 12 6 11 8 2 12 7 
17 19 4 19 19 17 16 14 1 6 3 18 5 7 7 6 10 8 3 0 6 19 6 17 0 11 2 3 19 4 
3 10 1 3 12 19 18 14 8 16 2 14 6 5 17 17 0 4 5 12 12 9 10 8 18 12 15 12 12 2 
11 4 5 17 8 5 6 2 9 3 11 19 19 2 15 8 16 13 11 17 7 12 13 7 16 11 2 10 2 6 
1 14 14 16 7 13 1 1 10 11 18 11 6 6 15 2 8 17 13 13 18 3 9 0 15 11 14 14 6 17 
11 5 15 12 9 17 2 17 13 15 4 9 8 18 1 1 8 4 7 3 9 7 3 0 13 13 4 1 4 6 
4 9 12 2 0 17 14 7 4 19 10 0 5 19 7 5 12 7 12 11 5 4 14 9 17 1 2 19 18 10 
10 13 17 15 15 3 0 7 10 15 14 1 4 5 16 16 10 1 16 5 19 19 13 10 14 7 10 2 13 13 
12 2 16 11 15 3 10 19 3 10 1 18 8 12 1 10 3 6 11 13 10 11 17 3 8 7 12 5 1 4 
9 1 1 6 19 16 7 18 9 9 0 4 15 17 15 0 14 1 14 9 11 13 0 7 1 6 1 4 7 17 
18 5 0 5 1 1 1 18 0 2 8 7 13 1 0 5 19 14 7 9 9 11 9 2 9 11 0 15 0 9 
11 3 15 3 18 13 4 16 13 10 3 5 7 5 8 3 18 9 9 6 0 12 0 9 18 17 3 1 18 14 
17 13 3 19 13 15 2 3 12 16 19 19 8 2 16 4 14 10 4 17 19 19 19 1 12 19 0 1 13 8 
17 17 11 18 12 12 13 15 15 3 19 5 11 18 3 18 12 18 3 18 5 3 17 16 16 19 5 5 3 2 
13 1 4 11 17 13 17 2 6 11 11 9 11 2 7 11 15 2 17 9 8 5 10 13 14 5 11 11 12 8 
4 13 15 7 9 18 6 5 14 19 6 2 2 7 9 6 16 11 12 11 4 17 15 16 11 11 18 6 10 14 
1 14 5 8 6 7 10 13 19 19 1 4 17 10 18 7 14 13 13 8 10 1 17 18 15 2 2 0 4 8 
1 5 3 17 4 12 14 10 12 8 19 18 6 12 13 5 19 15 16 2 14 7 19 10 4 9 16 18 6 16 
19 5 15 16 10 12 0 1 7 14 11 16 1 7 10 9 14 18 6 18 19 15 17 11 7 18 5 13 2 13 
14 13 10 10 11 11 3 10 18 4 14 9 9 17 7 8 0 6 3 11 19 18 0 9 10 2 14 9 1 10 
8 5 5 13 8 6 1 9 17 3 6 16 18 19 15 10 17 8 14 13 11 17 17 13 0 15 6 17 9 2 
3 9 1 6 14 8 15 12 6 9 12 19 9 14 15 12 17 11 9 2 15 6 15 2 11 4 11 19 18 16 
5 6 10 6 16 1 10 8 10 19 10 9 3 5 17 19 6 7 9 0 16 18 7 12 10 14 4 12 15 6 
11 0 8 14 6 9 0 12 4 14 6 13 10 0 2 4 9 5 9 6 12 17 3 2 19 11 13 1 15 12 
6 18 2 0 14 15 2 13 18 8 8 0 2 19 12 3 7 12 9 14 1 15 10 15 7 10 13 3 5 4 
6 18 15 12 2 0 6 7 17 14 5 0 6 16 19 17 8 4 15 15 11 14 13 17 2 14 18 1 14 8 
14 0 14 17 5 1 4 12 16 15 17 12 11 13 18 17 7 16 4 11 4 17 4 12 7 12 7 5 3 2 
4 19 8 10 3 13 1 7 8 13 15 7 0 2 11 15 1 7 18 11 18 13 10 8 18 12 4 4 16 15 
0 7 8 14 1 3 6 5 5 1 1 18 10 13 18 2 11 3 8 0 5 2 13 16 17 2 1 7 18 17 

126 126 
2 3 10 
2 17 29 
2 1 15 
2 20 28 
2 16 15 
2 21 7 
2 6 23 
2 16 6 
2 1 8 
2 5 12 
2 16 23 
2 2 12 
2 0 15 
2 27 14 
2 10 27 
2 6 25 
2 3 6 
2 21 25 
2 11 13 
2 25 12 
2 7 8 
2 11 28 
2 18 24 
2 9 26 
2 10 13 
2 21 27 
2 8 27 
2 0 27 
2 16 19 
2 28 13 
2 10 15 
2 16 7 
2 17 5 
2 7 27 
2 5 13 
2 18 22 
2 1 21 
2 1 2 
2 16 23 
2 29 15 
2 23 13 
2 16 29 
2 18 8 
2 17 18 
2 8 27 
2 17 9 
2 18 10 
2 4 21 
2 0 2 
2 18 20 
2 20 14 
2 16 11 
2 19 28 
2 12 13 
2 2 29 
2 17 27 
2 3 22 
2 18 3 
2 16 7 
2 2 11 
2 6 10 
2 2 9 
2 21 14 
2 0 24 
2 18 15 
2 3 8 
2 22 23 
2 22 13 
2 4 11 
2 20 9 
2 7 29 
2 0 24 
2 20 27 
2 17 2 
2 6 14 
2 5 23 
2 9 15 
2 18 2 
2 18 27 
2 19 9 
2 17 18 
2 18 9 
2 25 29 
2 8 24 
2 8 11 
2 7 9 
2 2 6 
2 17 13 
2 26 11 
2 19 26 
2 23 10 
2 28 15 
2 13 14 
2 4 8 
2 16 25 
2 20 28 
2 16 18 
2 16 8 
2 25 26 
2 16 12 
2 2 24 
2 0 28 
2 14 15 
2 18 27 
2 0 27 
2 18 10 
2 6 27 
2 6 29 
2 16 24 
2 12 15 
2 1 21 
2 18 13 
2 17 15 
2 2 15 
2 21 8 
2 4 14 
2 7 29 
2 23 27 
2 7 15 
2 26 15 
2 20 10 
2 16 11 
2 28 15 
2 19 23 
2 3 20 
2 2 29 

2 20 4 
2 5 27 
2 4 12 
2 6 26 
2 5 10 
2 3 22 
2 2 21 
2 18 12 
2 27 12 
2 18 19 
2 23 28 
2 21 15 
2 23 9 
2 2 6 
2 4 9 
2 6 9 
2 3 21 
2 18 10 
2 2 5 
2 5 15 
2 21 28 
2 21 10 
2 20 10 
2 1 11 
2 9 28 
2 4 7 
2 21 5 
2 27 13 
2 3 15 
2 0 2 
2 0 25 
2 26 15 
2 9 11 
2 19 28 
2 4 24 
2 3 20 
2 3 6 
2 22 11 
2 23 9 
2 18 11 
2 17 7 
2 13 14 
2 17 8 
2 21 26 
2 0 17 
2 5 14 
2 4 8 
2 29 13 
2 12 14 
2 24 10 
2 17 26 
2 4 22 
2 21 24 
2 21 23 
2 26 13 
2 4 22 
2 16 25 
2 4 11 
2 7 27 
2 2 12 
2 19 9 
2 1 12 
2 18 26 
2 3 22 
2 4 23 
2 17 25 
2 0 29 
2 2 3 
2 0 4 
2 20 23 
2 23 28 
2 21 10 
2 22 9 
2 24 26 
2 17 13 
2 17 2 
2 24 29 
2 5 26 
2 17 29 
2 12 13 
2 4 29 
2 23 10 
2 18 8 
2 2 4 
2 24 9 
2 17 3 
2 4 15 
2 25 15 
2 21 25 
2 21 13 
2 0 9 
2 20 8 
2 14 15 
2 2 8 
2 20 5 
2 16 18 
2 6 13 
2 5 22 
2 10 12 
2 3 28 
2 6 12 
2 21 23 
2 3 19 
2 18 11 
2 18 19 
2 25 9 
2 1 3 
2 2 7 
2 16 13 
2 12 29 
2 2 29 
2 7 26 
2 1 17 
2 16 7 
2 6 7 
2 19 7 
2 3 24 
2 4 29 
2 26 13 
2 4 28 
2 17 1 
2 8 11 
2 23 8 
2 23 28 
2 16 18 
2 4 23 
