40 true

14 14 3 5 13 13 0 7 1 7 6 1 5 3 3 18 13 13 15 8 10 7 18 0 8 4 11 10 11 19 7 7 8 14 18 16 16 0 8 3 
14 13 17 6 9 1 14 10 11 19 17 3 12 11 17 15 7 0 1 14 8 10 12 19 13 19 16 2 0 9 14 11 12 4 3 16 1 11 16 9 
1 13 1 10 15 0 13 9 17 17 1 19 11 6 4 4 7 18 10 11 10 0 3 11 4 15 13 16 0 1 14 19 4 19 17 16 6 9 7 0 
14 19 19 1 19 15 5 15 4 11 18 5 7 18 1 12 4 7 11 13 18 12 16 6 2 3 0 17 11 2 18 2 4 17 14 14 1 5 14 16 
11 19 6 18 7 19 17 16 5 2 15 9 4 16 17 16 8 13 4 6 17 19 10 19 1 7 17 3 5 17 18 5 8 2 9 0 18 7 10 18 
11 17 0 4 2 10 6 7 13 8 17 1 0 6 10 2 7 1 9 7 11 3 9 7 12 16 12 15 14 17 0 8 19 11 14 6 14 14 18 11 
18 3 6 4 2 14 9 12 3 4 14 4 0 13 0 6 13 8 11 8 6 18 12 3 8 8 15 12 15 8 8 15 16 12 1 16 2 5 7 6 
0 11 12 7 4 19 2 3 3 17 1 15 2 2 7 9 13 12 2 1 9 16 0 7 6 7 17 15 3 3 15 4 7 9 12 1 2 12 2 13 
10 11 17 2 14 0 9 12 14 12 16 15 3 11 18 13 10 14 12 0 13 1 16 18 1 4 6 2 16 1 19 11 9 8 17 16 8 10 12 4 
8 12 5 14 15 13 2 11 3 9 4 17 13 16 11 17 4 3 13 18 14 11 1 14 12 6 18 12 12 16 0 8 5 4 10 13 6 6 10 4 
5 8 8 19 12 4 5 12 13 15 0 13 16 7 19 12 18 18 8 10 3 17 1 7 16 11 8 14 2 11 11 14 1 2 18 10 1 16 12 11 
13 10 18 13 18 15 13 13 16 18 5 6 18 18 8 6 13 15 11 12 15 2 10 13 14 5 6 17 12 17 2 10 10 11 15 3 17 15 17 16 
16 14 4 6 18 14 5 18 4 7 2 6 3 16 3 14 13 7 16 17 19 12 5 7 19 6 4 16 3 6 16 12 12 12 5 0 19 5 18 13 
3 18 9 1 3 15 16 4 0 7 9 18 7 10 11 4 0 4 10 4 3 11 6 1 18 4 17 11 3 8 15 16 11 15 8 13 19 16 6 8 
8 13 6 16 9 17 4 4 14 4 5 17 12 14 5 16 19 17 19 2 17 10 2 18 2 15 6 6 0 11 19 11 0 18 15 16 4 18 17 16 
8 18 5 8 5 17 4 6 0 0 12 0 4 9 16 15 17 0 4 19 9 10 13 14 2 0 5 19 11 18 3 2 17 6 8 4 8 0 8 10 
1 3 11 4 17 4 19 14 19 15 12 12 5 14 0 14 5 19 4 5 9 12 0 1 5 1 19 7 17 3 6 18 14 0 7 5 11 7 9 15 
17 0 2 11 14 12 14 2 15 6 7 10 14 9 1 19 9 19 9 15 17 10 9 15 13 1 0 15 2 4 7 1 3 19 2 5 5 14 16 3 
10 19 11 4 10 2 6 18 19 9 1 8 3 14 8 7 11 12 5 2 4 13 17 0 5 17 2 19 16 3 9 15 1 10 15 0 15 9 18 10 
5 13 3 16 13 8 15 1 17 15 10 9 6 3 3 7 13 17 12 4 0 15 7 19 15 15 5 17 7 3 17 10 8 5 3 11 10 8 4 19 
13 19 10 13 19 12 2 8 15 1 7 0 19 2 12 8 6 7 17 7 9 18 17 13 15 1 3 19 6 2 15 3 18 16 18 7 7 16 12 16 
3 13 14 16 4 13 14 17 19 13 14 17 5 6 19 1 8 4 14 7 16 18 1 2 2 10 17 17 6 19 11 0 14 1 9 19 10 19 15 10 
11 16 1 8 10 8 19 18 14 7 10 15 5 14 3 4 1 18 16 13 8 18 8 16 16 0 1 6 19 18 5 16 9 10 11 15 7 8 19 0 
0 9 5 12 17 14 18 19 14 6 7 10 15 12 10 3 5 12 7 6 0 2 17 3 9 0 8 8 12 13 1 5 1 10 4 12 8 5 16 9 
12 18 10 0 18 13 0 5 11 0 8 14 11 10 7 12 0 13 15 4 14 6 7 0 4 6 1 4 9 15 12 6 19 14 5 2 5 13 8 17 
18 18 6 8 15 9 16 7 0 5 15 4 5 11 9 5 0 6 14 8 16 9 13 10 19 10 19 13 16 15 1 2 1 15 14 8 15 17 12 3 
12 2 6 4 10 3 1 8 13 11 13 10 18 12 16 7 6 7 7 5 3 17 1 12 17 12 5 0 11 14 16 16 19 1 0 10 19 16 0 6 
14 14 15 18 7 5 16 17 3 6 12 0 18 4 19 4 1 18 17 0 16 13 17 2 7 18 10 14 7 4 6 17 11 0 4 8 2 13 3 8 
9 17 15 4 10 6 0 19 7 14 19 1 1 15 9 13 9 2 0 12 19 15 3 3 10 9 8 17 5 15 3 17 11 3 15 5 3 2 16 11 
2 17 9 14 1 2 2 6 10 16 16 9 11 5 11 19 0 8 17 2 11 5 19 14 9 6 17 1 13 5 2 6 19 8 9 10 18 3 5 6 
14 12 6 12 0 16 11 19 14 1 3 1 6 8 14 17 8 17 9 10 13 1 9 11 14 16 14 12 0 5 0 1 14 4 12 7 14 18 6 9 
11 3 5 18 17 9 10 8 11 7 7 17 11 8 3 12 12 5 7 2 1 14 13 12 3 15 19 3 16 4 16 8 3 8 0 0 6 18 7 2 
15 10 19 18 7 14 19 7 12 2 14 2 4 3 8 13 13 14 6 5 10 5 2 12 7 7 8 1 9 9 2 3 4 16 7 5 14 6 19 5 
19 11 16 15 10 17 14 8 13 5 0 6 2 2 1 0 19 16 7 17 2 2 14 6 2 13 4 4 12 14 6 9 3 8 8 19 12 0 14 14 
14 11 18 10 2 5 6 8 13 15 1 8 4 19 19 0 11 3 3 5 10 7 14 0 10 8 6 15 2 13 9 8 5 3 1 0 19 8 2 6 
9 15 5 18 19 6 12 12 18 14 4 6 9 15 18 1 17 0 4 1 12 10 4 2 19 19 11 1 18 1 1 1 7 6 7 5 2 14 0 11 
13 4 17 9 8 12 18 14 1 8 0 7 14 19 16 11 4 19 17 7 2 13 13 4 10 5 13 8 9 15 19 10 4 11 5 10 3 19 4 10 
15 18 3 1 13 7 9 7 11 8 5 14 14 7 0 13 5 15 1 17 19 17 8 5 2 9 14 8 8 19 0 15 18 4 19 4 2 1 12 8 
11 1 18 1 17 0 10 12 14 12 10 8 15 0 18 14 5 9 13 0 4 11 16 4 19 0 13 10 12 16 8 4 12 3 3 9 11 9 8 1 
2 16 17 19 10 12 13 3 12 16 1 4 15 9 5 13 8 19 10 6 10 1 3 8 4 19 2 15 2 3 12 7 11 3 4 1 0 7 2 2 

218 218 
2 25 12 
2 21 6 
2 10 28 
2 0 19 
2 6 28 
2 34 30 
2 31 15 
2 0 12 
2 19 31 
2 19 38 
2 24 28 
2 36 26 
2 36 24 
2 27 12 
2 32 13 
2 36 15 
2 34 19 
2 16 39 
2 22 13 
2 3 20 
2 35 28 
2 17 14 
2 19 3 
2 38 11 
2 2 36 
2 12 30 
2 2 6 
2 16 9 
2 19 38 
2 19 9 
2 7 30 
2 32 31 
2 7 28 
2 39 25 
2 19 5 
2 30 31 
2 21 14 
2 16 25 
2 5 29 
2 3 10 
2 32 22 
2 17 23 
2 38 28 
2 18 29 
2 5 14 
2 2 4 
2 10 30 
2 16 39 
2 19 8 
2 36 21 
2 1 21 
2 20 21 
2 17 15 
2 34 29 
2 37 21 
2 17 21 
2 13 14 
2 1 6 
2 12 29 
2 34 21 
2 32 21 
2 7 29 
2 18 25 
2 16 30 
2 0 20 
2 5 22 
2 39 23 
2 37 9 
2 2 30 
2 38 14 
2 3 12 
2 22 28 
2 4 37 
2 19 39 
2 18 19 
2 12 31 
2 6 27 
2 5 8 
2 0 5 
2 18 38 
2 10 28 
2 35 25 
2 4 24 
2 35 21 
2 16 21 
2 33 29 
2 2 9 
2 20 21 
2 2 3 
2 5 37 
2 21 39 
2 17 24 
2 21 8 
2 12 29 
2 1 14 
2 36 10 
2 4 11 
2 17 15 
2 32 27 
2 18 22 
2 7 39 
2 32 6 
2 18 21 
2 1 7 
2 34 6 
2 4 21 
2 6 9 
2 21 14 
2 10 11 
2 3 37 
2 17 13 
2 26 31 
2 39 12 
2 26 12 
2 28 30 
2 7 26 
2 8 29 
2 34 24 
2 37 7 
2 20 27 
2 3 38 
2 18 38 
2 0 8 
2 10 31 
2 1 4 
2 16 9 
2 19 36 
2 3 29 
2 22 12 
2 17 28 
2 33 24 
2 27 29 
2 6 10 
2 36 20 
2 3 39 
2 1 2 
2 0 13 
2 18 5 
2 0 29 
2 35 4 
2 24 12 
2 33 20 
2 4 29 
2 8 31 
2 0 28 
2 0 4 
2 19 14 
2 32 37 
2 36 24 
2 22 28 
2 1 25 
2 33 15 
2 21 22 
2 32 39 
2 38 9 
2 2 24 
2 17 14 
2 23 13 
2 33 26 
2 37 27 
2 32 2 
2 5 9 
2 21 13 
2 39 31 
2 19 10 
2 33 5 
2 1 2 
2 19 39 
2 36 14 
2 22 7 
2 35 22 
2 33 7 
2 1 11 
2 36 29 
2 0 23 
2 35 26 
2 37 14 
2 19 22 
2 32 34 
2 29 14 
2 22 11 
2 32 11 
2 18 2 
2 18 24 
2 19 13 
2 8 15 
2 32 18 
2 19 10 
2 21 29 
2 37 13 
2 0 26 
2 20 24 
2 8 30 
2 17 1 
2 19 4 
2 7 12 
2 32 30 
2 0 19 
2 1 39 
2 36 6 
2 3 22 
2 13 15 
2 18 38 
2 3 31 
2 17 35 
2 16 34 
2 17 7 
2 2 11 
2 32 8 
2 10 29 
2 22 8 
2 1 10 
2 35 23 
2 2 38 
2 21 30 
2 17 27 
2 0 20 
2 9 31 

2 11 27 
2 18 24 
2 33 11 
2 6 26 
2 16 33 
2 10 30 
2 20 27 
2 38 11 
2 2 30 
2 4 8 
2 18 37 
2 1 17 
2 21 27 
2 35 5 
2 17 15 
2 18 38 
2 36 8 
2 17 20 
2 24 30 
2 34 21 
2 16 13 
2 12 29 
2 18 7 
2 18 26 
2 3 38 
2 7 31 
2 3 15 
2 18 30 
2 17 9 
2 12 28 
2 11 29 
2 21 10 
2 32 34 
2 25 27 
2 32 35 
2 17 34 
2 32 39 
2 7 25 
2 32 38 
2 17 35 
2 3 10 
2 10 14 
2 25 28 
2 18 19 
2 25 11 
2 18 34 
2 32 35 
2 36 22 
2 18 36 
2 6 15 
2 1 31 
2 36 26 
2 37 5 
2 4 28 
2 28 14 
2 19 8 
2 33 30 
2 32 24 
2 34 8 
2 38 24 
2 18 4 
2 33 21 
2 0 2 
2 17 29 
2 37 23 
2 3 24 
2 0 2 
2 26 13 
2 18 14 
2 37 38 
2 16 2 
2 5 11 
2 32 34 
2 3 11 
2 10 14 
2 37 9 
2 32 12 
2 37 39 
2 1 5 
2 0 29 
2 0 3 
2 0 30 
2 16 5 
2 17 3 
2 34 10 
2 6 23 
2 18 35 
2 20 8 
2 33 30 
2 34 14 
2 37 24 
2 33 10 
2 12 14 
2 22 39 
2 3 22 
2 0 36 
2 0 39 
2 8 15 
2 12 28 
2 38 11 
2 32 29 
2 32 25 
2 4 28 
2 37 8 
2 36 20 
2 35 9 
2 5 23 
2 4 10 
2 1 39 
2 16 30 
2 16 38 
2 33 25 
2 19 23 
2 23 9 
2 10 14 
2 38 26 
2 21 15 
2 16 25 
2 16 33 
2 18 26 
2 2 19 
2 18 29 
2 21 9 
2 33 36 
2 12 15 
2 2 3 
2 32 20 
2 6 31 
2 8 12 
2 35 4 
2 18 14 
2 33 5 
2 34 7 
2 33 19 
2 33 10 
2 35 6 
2 25 29 
2 12 31 
2 7 24 
2 9 13 
2 34 39 
2 1 30 
2 16 21 
2 33 2 
2 22 13 
2 35 14 
2 0 13 
2 2 36 
2 22 7 
2 18 29 
2 16 4 
2 23 31 
2 11 13 
2 6 15 
2 19 11 
2 36 12 
2 4 29 
2 11 28 
2 12 29 
2 22 27 
2 3 10 
2 34 20 
2 19 37 
2 37 38 
2 1 27 
2 19 23 
2 0 1 
2 0 24 
2 21 14 
2 18 21 
2 16 21 
2 19 21 
2 32 29 
2 10 14 
2 5 37 
2 0 1 
2 17 22 
2 33 35 
2 3 30 
2 38 11 
2 39 14 
2 1 10 
2 32 31 
2 23 27 
2 36 27 
2 20 21 
2 16 11 
2 20 30 
2 34 28 
2 8 12 
2 1 28 
2 39 12 
2 1 31 
2 3 38 
2 1 15 
2 39 24 
2 35 9 
2 2 4 
2 25 13 
2 16 4 
2 19 37 
2 27 14 
2 36 25 
2 35 22 
2 9 25 
2 4 31 
2 33 2 
2 30 31 
2 34 36 
2 17 8 
2 1 39 
2 18 15 
2 17 24 
2 20 29 
2 36 10 
2 18 6 
2 33 14 
2 24 28 
