35 true

19 1 9 5 15 8 13 12 7 7 5 19 16 19 10 10 0 3 6 17 19 2 16 10 4 16 13 8 15 7 15 13 10 3 14 
14 2 4 9 16 4 16 7 18 10 8 13 7 7 6 11 10 18 3 19 11 10 14 7 13 14 4 2 8 4 10 16 2 12 4 
6 9 18 5 8 0 10 10 14 2 5 3 17 13 1 17 2 18 13 16 9 12 15 4 2 6 15 7 7 3 17 13 11 5 16 
0 12 12 3 0 17 2 19 11 3 1 12 13 4 1 15 16 4 17 3 1 8 6 15 6 2 3 14 3 5 5 8 1 17 1 
8 9 18 5 2 2 18 16 7 13 19 10 11 13 8 15 12 6 11 11 1 2 10 7 3 11 13 10 5 7 8 7 0 7 12 
7 6 6 18 6 5 13 1 7 2 10 3 1 7 8 18 5 15 16 15 18 11 19 16 1 7 12 1 13 19 10 9 18 1 3 
14 2 16 16 11 3 10 17 18 10 9 19 4 1 8 1 17 12 14 14 6 8 8 19 19 16 3 12 9 6 4 13 0 2 2 
3 11 14 19 2 14 3 14 8 3 2 9 16 1 8 12 6 2 19 13 11 11 9 3 5 12 19 2 11 10 10 2 17 4 11 
3 0 15 10 0 18 5 10 14 19 12 13 12 10 8 12 18 8 12 4 6 9 15 0 13 11 15 17 19 6 11 15 7 3 9 
12 15 0 7 8 5 16 9 5 0 19 12 11 7 1 16 5 14 11 19 11 8 2 4 1 15 14 4 18 10 17 10 14 1 10 
6 9 0 11 5 18 6 10 11 3 0 10 0 3 8 14 13 6 7 10 3 6 9 12 3 16 15 17 15 11 2 14 8 2 7 
17 16 0 7 19 4 2 7 3 0 13 14 5 10 16 11 3 0 3 6 9 7 19 18 18 16 2 6 14 2 0 8 4 10 18 
16 19 0 6 2 5 13 0 4 13 0 9 18 12 10 9 2 11 8 3 18 5 8 10 18 1 5 6 19 2 1 10 10 5 12 
3 8 8 5 8 6 7 12 8 17 14 3 11 8 6 14 9 15 6 19 18 17 12 6 13 1 13 19 0 14 4 12 18 8 9 
12 2 4 2 13 13 1 5 15 0 4 10 3 12 12 4 4 17 8 1 19 5 15 12 3 6 18 2 18 6 1 10 16 15 18 
3 2 6 15 4 6 4 2 0 18 7 4 7 3 1 3 11 12 15 2 11 15 0 14 9 18 2 8 19 5 18 10 5 12 0 
3 3 13 4 11 10 4 1 10 13 6 15 5 19 18 5 8 7 13 6 1 13 9 11 7 17 17 11 17 5 2 13 14 6 10 
18 18 0 17 1 1 2 9 9 16 11 4 11 19 3 15 18 2 8 5 14 16 18 14 16 5 8 15 12 14 10 5 7 19 8 
2 17 14 18 15 0 14 4 10 16 8 8 16 5 8 8 15 15 18 12 7 7 0 7 3 15 15 10 16 18 8 19 8 4 14 
13 13 11 6 10 6 4 4 8 6 5 18 10 3 3 14 15 10 17 9 3 14 10 9 7 5 5 5 1 11 12 13 11 14 14 
9 7 1 16 19 13 16 0 17 5 13 1 0 17 16 10 14 15 14 15 0 8 17 14 8 7 8 0 0 0 3 14 12 10 12 
12 2 13 1 1 4 16 5 18 1 14 10 19 7 6 0 17 14 6 9 5 18 14 7 14 19 19 15 4 12 2 2 4 17 15 
4 9 8 4 11 13 0 0 9 8 15 17 18 3 10 1 15 4 6 18 1 16 1 11 0 19 13 6 6 9 10 1 18 18 15 
2 9 12 18 5 16 14 1 3 14 2 2 12 10 14 4 6 7 13 4 9 17 10 7 1 2 10 3 12 7 5 3 2 5 14 
2 19 2 17 16 7 17 2 6 11 2 18 1 5 7 7 4 14 0 10 14 5 19 11 15 3 15 4 7 12 3 4 3 8 10 
4 3 10 10 6 14 9 0 3 3 1 11 15 0 16 13 5 16 0 14 2 4 13 12 10 9 7 17 12 15 8 12 16 12 15 
15 19 3 9 5 4 10 11 11 11 7 12 12 1 1 16 3 4 2 10 12 15 6 18 3 9 9 19 16 7 14 0 17 11 8 
7 0 9 7 8 18 3 16 7 17 14 7 12 11 17 9 15 4 10 19 17 7 15 5 1 16 17 10 13 12 18 13 11 18 13 
9 11 6 14 19 3 1 3 2 4 13 13 12 15 11 0 13 17 15 4 2 19 5 11 11 12 6 1 15 5 1 7 2 1 1 
9 8 19 9 7 3 8 3 18 0 7 7 19 18 8 9 14 2 18 17 16 9 19 5 17 10 11 6 11 18 7 2 19 8 18 
2 13 1 2 5 6 17 16 18 2 7 5 6 19 7 18 1 15 1 9 12 3 17 9 8 7 6 3 19 18 18 7 10 4 2 
17 5 11 1 13 14 17 6 13 19 4 7 2 4 0 6 19 12 10 16 16 14 12 16 16 19 14 17 3 15 8 17 6 4 12 
18 0 10 18 9 2 2 11 6 4 14 19 3 8 17 5 0 14 8 10 15 5 18 14 2 10 5 4 4 12 4 9 0 9 8 
16 0 8 14 12 3 19 13 0 18 6 8 11 13 7 9 4 9 14 7 5 3 13 2 13 3 8 13 15 3 10 5 17 4 6 
16 15 19 11 12 0 16 18 5 13 10 5 18 7 7 13 15 19 19 5 10 18 0 19 14 2 11 5 4 7 9 13 16 15 7 

154 154 
2 33 31 
2 21 15 
2 34 9 
2 7 29 
2 17 25 
2 19 25 
2 22 6 
2 25 28 
2 13 31 
2 20 21 
2 16 9 
2 16 6 
2 16 22 
2 17 5 
2 10 12 
2 19 4 
2 4 13 
2 13 14 
2 0 24 
2 11 31 
2 8 15 
2 8 9 
2 32 23 
2 1 12 
2 27 14 
2 16 34 
2 21 11 
2 18 3 
2 8 30 
2 17 13 
2 19 24 
2 2 26 
2 1 21 
2 0 1 
2 7 13 
2 28 31 
2 24 25 
2 6 30 
2 17 8 
2 16 30 
2 1 12 
2 4 15 
2 5 14 
2 9 14 
2 17 34 
2 19 29 
2 16 27 
2 16 11 
2 21 10 
2 20 26 
2 24 10 
2 7 13 
2 8 26 
2 32 17 
2 12 30 
2 1 4 
2 20 6 
2 1 23 
2 4 14 
2 1 13 
2 5 11 
2 3 29 
2 23 31 
2 1 14 
2 7 11 
2 3 20 
2 23 28 
2 1 13 
2 0 17 
2 3 19 
2 9 30 
2 1 24 
2 25 11 
2 17 6 
2 5 6 
2 0 21 
2 0 23 
2 4 7 
2 9 14 
2 0 28 
2 22 11 
2 18 9 
2 17 31 
2 34 13 
2 25 10 
2 16 22 
2 28 30 
2 10 11 
2 0 4 
2 16 5 
2 1 26 
2 2 19 
2 17 12 
2 16 4 
2 1 3 
2 27 31 
2 24 11 
2 16 24 
2 34 10 
2 1 19 
2 16 20 
2 33 1 
2 32 15 
2 23 12 
2 32 22 
2 20 29 
2 33 13 
2 19 29 
2 22 29 
2 32 28 
2 3 29 
2 12 30 
2 17 22 
2 32 9 
2 2 31 
2 3 24 
2 5 9 
2 6 14 
2 5 23 
2 5 12 
2 1 29 
2 0 23 
2 6 25 
2 18 20 
2 34 31 
2 2 9 
2 26 31 
2 24 12 
2 0 9 
2 21 28 
2 2 23 
2 8 11 
2 4 29 
2 7 13 
2 6 29 
2 6 31 
2 12 13 
2 18 22 
2 1 34 
2 13 30 
2 32 12 
2 2 31 
2 18 23 
2 3 7 
2 16 22 
2 33 23 
2 34 5 
2 20 13 
2 20 22 
2 16 6 
2 32 20 
2 9 28 
2 3 20 
2 6 24 

2 27 12 
2 7 12 
2 18 24 
2 33 31 
2 18 3 
2 1 21 
2 17 30 
2 33 3 
2 10 28 
2 3 5 
2 18 31 
2 23 9 
2 16 20 
2 25 30 
2 22 24 
2 32 20 
2 34 14 
2 17 14 
2 32 1 
2 9 11 
2 33 19 
2 22 30 
2 6 11 
2 22 26 
2 18 30 
2 0 19 
2 22 9 
2 16 1 
2 34 25 
2 24 29 
2 3 20 
2 6 25 
2 23 25 
2 6 8 
2 1 5 
2 13 15 
2 7 24 
2 20 10 
2 19 5 
2 18 5 
2 33 14 
2 5 9 
2 10 27 
2 28 15 
2 23 24 
2 2 5 
2 1 2 
2 10 14 
2 23 9 
2 24 12 
2 22 14 
2 19 31 
2 7 9 
2 25 31 
2 24 29 
2 21 15 
2 29 13 
2 11 27 
2 11 13 
2 27 30 
2 33 11 
2 4 29 
2 19 24 
2 19 3 
2 23 31 
2 18 11 
2 13 14 
2 21 24 
2 20 30 
2 18 9 
2 16 8 
2 2 31 
2 23 31 
2 0 21 
2 8 15 
2 18 24 
2 3 21 
2 23 15 
2 19 7 
2 16 9 
2 32 17 
2 18 6 
2 6 24 
2 22 28 
2 32 17 
2 16 7 
2 2 27 
2 34 9 
2 29 15 
2 33 2 
2 16 20 
2 9 27 
2 24 26 
2 21 30 
2 18 31 
2 25 9 
2 1 18 
2 18 8 
2 10 30 
2 25 10 
2 27 31 
2 16 8 
2 7 25 
2 33 24 
2 1 13 
2 7 9 
2 16 3 
2 28 13 
2 16 9 
2 4 6 
2 16 23 
2 32 34 
2 3 29 
2 6 11 
2 19 8 
2 2 3 
2 6 28 
2 10 28 
2 19 30 
2 4 27 
2 25 14 
2 2 12 
2 21 8 
2 34 10 
2 23 13 
2 33 25 
2 0 7 
2 0 17 
2 16 22 
2 22 30 
2 20 22 
2 23 27 
2 21 27 
2 9 12 
2 19 29 
2 4 12 
2 33 9 
2 24 13 
2 19 22 
2 16 33 
2 20 21 
2 16 8 
2 33 9 
2 17 26 
2 16 2 
2 18 4 
2 16 26 
2 32 3 
2 27 31 
2 16 11 
2 7 15 
2 33 5 
2 1 23 
2 19 27 
