30 true

4 9 16 9 11 9 14 14 4 10 16 14 12 14 14 9 17 0 15 1 10 6 5 15 11 16 2 12 17 19 
10 8 0 8 4 17 4 8 10 17 9 11 8 10 2 14 16 14 16 5 16 7 3 9 6 1 1 8 14 7 
11 3 7 10 18 2 18 11 9 2 15 10 8 12 10 15 6 13 6 4 11 13 12 3 12 17 7 14 2 9 
11 6 18 6 3 10 8 16 11 6 2 3 0 19 5 15 18 11 11 12 4 19 19 3 11 17 16 2 1 10 
2 11 9 7 11 1 8 12 8 2 11 13 4 8 14 8 7 14 18 7 16 14 3 11 1 15 12 5 8 2 
9 11 18 14 18 6 5 17 13 15 7 13 18 3 1 1 13 18 0 6 18 17 2 0 18 6 19 11 8 11 
6 10 19 10 5 4 10 3 1 12 16 6 10 14 8 3 7 14 10 9 11 5 8 19 14 18 5 7 15 16 
16 14 17 4 1 17 19 11 1 10 10 6 15 17 1 4 14 6 13 13 0 7 8 13 6 5 8 17 12 6 
3 7 19 9 10 16 15 10 2 13 4 4 2 2 14 18 8 3 15 12 10 2 4 10 14 16 10 13 17 10 
15 15 10 16 16 18 4 12 6 18 16 15 3 14 8 5 8 5 1 9 12 5 10 6 15 18 11 2 16 18 
19 3 12 3 13 14 1 19 0 4 3 19 16 15 9 6 15 6 10 3 2 11 3 0 7 8 9 5 18 16 
14 13 3 2 7 6 15 3 8 10 9 15 2 7 10 11 10 15 16 4 1 1 17 16 2 14 16 11 13 9 
10 0 0 15 13 9 6 12 15 16 8 2 8 18 9 15 5 11 15 16 14 6 9 8 6 0 7 13 0 10 
6 8 1 0 7 13 1 7 1 2 13 14 4 16 2 14 7 0 15 17 2 18 7 10 10 8 8 3 1 17 
1 4 1 10 6 8 19 16 13 10 12 3 18 19 3 15 8 14 4 4 7 13 18 3 11 9 11 2 17 17 
16 17 8 9 7 7 19 18 0 2 3 10 6 5 8 4 14 19 13 11 15 4 19 18 10 4 9 4 6 10 
16 10 8 10 10 15 19 16 15 3 17 1 4 11 5 13 16 12 4 4 6 7 6 2 4 10 12 19 0 14 
17 17 19 3 6 18 5 16 9 9 10 8 5 2 12 1 19 18 13 16 5 1 1 10 3 0 6 1 1 10 
10 17 11 15 7 4 3 15 9 18 9 16 7 13 12 9 18 6 0 7 14 15 3 14 17 17 9 19 10 14 
19 6 5 14 18 5 6 19 14 17 10 10 1 0 5 7 4 2 16 11 2 14 0 0 2 12 17 17 11 18 
12 4 14 8 0 18 12 19 17 7 17 0 14 17 8 4 15 17 4 1 7 8 12 2 6 18 16 7 0 0 
14 17 7 4 9 5 0 2 12 5 8 11 5 18 19 0 13 9 12 11 16 18 18 8 5 0 15 12 9 13 
8 2 9 1 7 11 12 0 13 10 13 14 18 4 18 10 2 4 18 11 5 1 17 13 3 12 18 3 6 4 
10 18 7 19 4 2 3 5 18 0 16 11 5 0 4 3 5 6 7 11 6 18 2 9 3 8 14 19 17 2 
15 6 12 2 1 10 9 2 8 11 8 12 5 17 1 5 18 1 4 17 2 16 13 3 14 17 11 11 11 11 
12 13 7 5 4 13 8 17 19 19 8 16 17 13 14 11 12 2 12 0 3 3 0 18 0 0 16 1 6 18 
9 2 12 12 9 1 5 8 7 13 0 1 13 3 6 8 11 5 17 5 14 4 15 16 1 7 4 11 11 17 
14 15 4 7 3 14 0 11 14 3 16 2 11 4 5 6 4 19 19 17 15 15 5 18 4 7 16 7 16 15 
10 12 5 10 1 1 3 6 0 11 2 6 15 17 3 6 5 9 17 19 5 14 18 8 2 2 7 19 0 13 
10 17 10 12 4 18 6 17 12 17 2 3 8 9 7 17 19 4 3 10 7 19 18 5 19 13 17 11 19 6 

121 121 
2 19 12 
2 1 15 
2 20 23 
2 27 14 
2 18 11 
2 4 27 
2 20 27 
2 0 8 
2 1 19 
2 18 27 
2 0 23 
2 23 29 
2 22 10 
2 24 14 
2 25 26 
2 23 15 
2 20 28 
2 6 15 
2 5 13 
2 9 12 
2 13 14 
2 4 7 
2 3 10 
2 19 4 
2 22 9 
2 16 8 
2 16 15 
2 17 28 
2 3 25 
2 1 11 
2 25 15 
2 18 7 
2 18 10 
2 18 20 
2 17 22 
2 24 11 
2 3 24 
2 22 14 
2 2 8 
2 0 29 
2 10 27 
2 4 14 
2 22 14 
2 3 6 
2 7 27 
2 9 27 
2 1 17 
2 2 7 
2 4 5 
2 23 10 
2 1 25 
2 2 6 
2 25 11 
2 23 26 
2 18 26 
2 6 9 
2 0 26 
2 5 27 
2 17 7 
2 24 9 
2 24 9 
2 18 12 
2 10 29 
2 27 28 
2 22 6 
2 6 26 
2 27 28 
2 16 24 
2 7 27 
2 24 25 
2 6 8 
2 2 9 
2 4 22 
2 20 29 
2 7 25 
2 24 15 
2 0 12 
2 21 14 
2 0 7 
2 1 6 
2 0 3 
2 16 4 
2 16 14 
2 5 25 
2 20 14 
2 6 29 
2 16 22 
2 2 29 
2 3 13 
2 18 9 
2 17 20 
2 2 14 
2 1 22 
2 16 10 
2 10 12 
2 6 27 
2 4 6 
2 11 13 
2 3 22 
2 8 14 
2 16 7 
2 0 6 
2 10 12 
2 20 6 
2 17 26 
2 19 4 
2 0 3 
2 0 7 
2 10 13 
2 11 28 
2 5 7 
2 21 26 
2 4 7 
2 1 22 
2 23 15 
2 16 12 
2 2 25 
2 12 15 
2 18 7 
2 27 13 
2 2 3 

2 26 15 
2 2 4 
2 6 22 
2 4 15 
2 17 29 
2 19 15 
2 17 19 
2 19 15 
2 3 4 
2 9 27 
2 23 7 
2 29 15 
2 21 27 
2 21 26 
2 5 7 
2 3 26 
2 12 15 
2 25 11 
2 23 27 
2 1 29 
2 21 23 
2 6 25 
2 5 10 
2 4 24 
2 6 26 
2 21 13 
2 21 14 
2 27 15 
2 16 10 
2 19 25 
2 27 14 
2 27 28 
2 19 11 
2 2 24 
2 16 1 
2 21 23 
2 5 14 
2 0 13 
2 0 25 
2 22 27 
2 3 15 
2 11 15 
2 3 5 
2 6 29 
2 7 29 
2 9 13 
2 10 28 
2 19 6 
2 20 5 
2 10 28 
2 4 7 
2 5 11 
2 22 10 
2 16 2 
2 16 15 
2 17 28 
2 7 24 
2 16 21 
2 10 15 
2 12 14 
2 4 7 
2 19 13 
2 1 2 
2 16 20 
2 8 27 
2 2 5 
2 4 11 
2 0 2 
2 20 15 
2 21 14 
2 25 11 
2 10 26 
2 4 27 
2 8 10 
2 5 28 
2 5 24 
2 9 14 
2 0 15 
2 10 14 
2 16 2 
2 11 27 
2 3 8 
2 22 7 
2 3 10 
2 5 27 
2 17 8 
2 2 25 
2 18 25 
2 17 24 
2 1 13 
2 26 15 
2 0 11 
2 27 15 
2 10 13 
2 12 14 
2 5 8 
2 6 9 
2 19 29 
2 24 11 
2 2 27 
2 10 13 
2 19 10 
2 27 15 
2 4 24 
2 20 11 
2 16 28 
2 2 25 
2 27 28 
2 8 10 
2 18 25 
2 22 26 
2 20 28 
2 18 12 
2 28 12 
2 1 10 
2 17 19 
2 1 17 
2 2 7 
2 17 10 
2 6 27 
2 4 13 
