30 true

7 9 9 6 10 2 5 10 3 11 13 19 17 19 0 13 3 18 6 6 17 8 19 9 12 14 16 8 8 5 
14 15 14 1 19 18 19 14 15 3 16 6 11 6 15 12 1 4 16 19 12 10 1 15 16 5 13 5 0 18 
11 4 7 8 1 14 7 7 11 17 17 19 3 1 9 8 9 3 6 14 0 7 2 2 6 8 8 2 10 15 
13 8 8 3 9 10 3 17 14 4 17 17 16 1 14 5 17 17 11 9 9 7 8 2 18 8 17 19 1 8 
0 14 0 7 13 0 1 6 16 17 2 5 15 13 17 4 15 6 16 16 14 8 10 12 0 16 4 6 19 8 
17 8 0 13 15 5 6 4 19 2 0 3 7 10 6 14 11 17 2 7 11 3 4 11 7 15 7 10 13 15 
17 5 13 19 15 0 4 16 16 1 16 0 5 17 17 11 14 16 1 15 15 1 3 6 9 14 3 16 8 2 
10 5 5 15 15 4 11 15 5 2 3 2 19 0 12 6 11 8 5 2 14 2 4 11 5 3 13 9 19 17 
7 10 19 18 18 16 1 0 17 7 4 5 2 11 1 16 17 9 6 4 9 19 10 17 3 2 11 8 1 12 
13 2 18 18 15 19 7 6 4 16 13 13 3 6 14 18 11 19 5 10 2 15 12 7 16 7 11 8 8 6 
19 4 5 0 1 11 11 17 18 14 16 12 7 1 16 17 4 4 11 10 18 14 13 1 5 9 1 4 14 9 
15 14 7 7 19 18 8 16 18 9 19 14 5 0 6 1 11 11 15 6 1 2 12 3 7 17 2 19 2 0 
15 12 14 10 16 13 10 4 1 8 16 19 17 18 9 5 5 9 19 8 1 16 6 2 19 0 17 7 3 11 
3 13 8 12 10 3 4 19 14 19 8 10 19 3 19 8 3 7 7 5 1 17 9 6 8 8 2 6 10 13 
8 13 10 5 19 14 17 14 6 1 10 6 16 16 8 8 3 10 14 0 5 8 4 11 18 19 1 9 17 16 
12 10 3 15 6 6 19 17 13 12 0 12 9 0 13 14 1 4 17 1 7 3 8 16 1 8 6 2 10 9 
18 0 9 9 14 13 11 5 5 9 19 16 9 2 3 17 18 14 14 14 3 1 1 13 3 4 15 5 5 12 
9 10 1 7 2 10 3 7 4 5 1 11 7 13 6 3 11 10 14 15 1 2 5 13 3 12 1 12 3 10 
8 9 8 1 14 6 1 14 16 0 6 13 19 14 18 0 6 14 6 0 11 9 13 2 3 1 14 9 16 10 
18 5 8 7 19 18 2 7 4 10 18 17 8 2 14 7 2 6 16 9 13 0 14 17 0 18 8 15 6 6 
0 1 0 16 18 4 15 2 10 2 5 11 1 3 14 11 8 10 10 10 5 19 8 15 16 8 2 16 1 12 
6 0 11 8 2 9 16 17 12 3 17 10 15 8 7 19 5 7 11 1 0 15 11 15 3 3 12 3 6 9 
15 17 1 4 10 1 0 6 9 17 8 6 16 14 14 19 10 15 14 14 4 19 5 5 18 12 4 3 14 9 
2 11 6 15 17 13 14 3 0 4 14 12 16 9 2 0 8 0 0 7 2 18 8 19 14 12 1 12 7 10 
5 3 6 4 17 8 0 5 14 7 19 12 17 0 0 17 7 15 10 17 11 7 10 18 2 4 19 18 19 12 
4 3 16 3 11 10 6 12 1 12 7 5 2 19 8 0 2 6 9 17 19 4 1 5 7 17 6 18 1 5 
17 10 19 11 8 7 11 15 16 5 19 0 18 13 7 12 12 17 10 14 2 8 19 12 4 16 11 2 5 19 
14 3 2 15 11 11 4 8 7 16 13 7 0 3 18 14 5 10 4 3 1 1 15 13 16 9 7 5 11 5 
5 6 0 11 15 7 10 9 1 11 4 17 2 17 6 18 0 12 13 0 5 13 15 15 17 11 10 10 13 8 
6 14 11 14 11 8 9 12 8 0 11 5 3 6 4 10 10 7 6 11 10 2 10 19 18 7 15 7 10 3 

117 117 
2 9 12 
2 0 2 
2 17 5 
2 18 6 
2 2 12 
2 0 4 
2 9 11 
2 24 29 
2 0 23 
2 26 10 
2 4 22 
2 3 10 
2 4 23 
2 0 12 
2 4 8 
2 6 8 
2 19 21 
2 20 9 
2 22 27 
2 13 14 
2 1 27 
2 1 20 
2 18 3 
2 2 5 
2 20 21 
2 20 21 
2 23 24 
2 3 27 
2 0 4 
2 17 19 
2 17 4 
2 21 8 
2 3 22 
2 4 12 
2 21 29 
2 7 28 
2 7 26 
2 23 27 
2 21 28 
2 18 20 
2 9 13 
2 13 15 
2 27 12 
2 17 14 
2 2 19 
2 24 15 
2 19 8 
2 4 23 
2 24 13 
2 16 11 
2 7 28 
2 8 10 
2 23 29 
2 27 14 
2 1 29 
2 21 11 
2 4 5 
2 21 26 
2 21 24 
2 13 15 
2 22 10 
2 9 14 
2 0 14 
2 19 4 
2 1 7 
2 19 10 
2 0 22 
2 16 17 
2 1 10 
2 18 26 
2 18 24 
2 6 26 
2 7 29 
2 3 5 
2 25 27 
2 19 13 
2 4 24 
2 0 2 
2 3 20 
2 11 13 
2 0 27 
2 16 21 
2 24 25 
2 22 26 
2 17 15 
2 2 5 
2 25 15 
2 0 27 
2 16 14 
2 24 25 
2 25 12 
2 3 9 
2 6 15 
2 18 9 
2 8 15 
2 3 9 
2 4 21 
2 1 12 
2 17 12 
2 18 28 
2 8 29 
2 24 29 
2 9 13 
2 0 29 
2 1 9 
2 21 8 
2 21 23 
2 2 8 
2 16 4 
2 18 27 
2 0 20 
2 23 12 
2 0 10 
2 19 23 
2 10 26 
2 21 12 
2 25 29 

2 23 14 
2 23 14 
2 16 24 
2 6 29 
2 25 15 
2 23 11 
2 17 11 
2 17 10 
2 7 11 
2 20 26 
2 20 23 
2 22 7 
2 19 26 
2 17 21 
2 8 25 
2 5 21 
2 2 25 
2 17 15 
2 23 11 
2 19 20 
2 23 27 
2 17 19 
2 25 26 
2 0 18 
2 10 29 
2 4 24 
2 24 27 
2 17 2 
2 20 27 
2 1 15 
2 4 8 
2 11 27 
2 20 11 
2 9 27 
2 0 9 
2 27 28 
2 18 20 
2 20 28 
2 1 19 
2 16 19 
2 2 22 
2 1 23 
2 20 28 
2 9 27 
2 28 29 
2 2 12 
2 25 12 
2 20 15 
2 8 25 
2 17 26 
2 3 5 
2 19 10 
2 3 13 
2 16 7 
2 17 25 
2 0 29 
2 23 26 
2 19 14 
2 1 10 
2 16 3 
2 16 28 
2 2 10 
2 19 28 
2 4 6 
2 3 27 
2 23 24 
2 5 29 
2 7 14 
2 16 6 
2 16 22 
2 0 15 
2 20 15 
2 17 24 
2 0 27 
2 18 15 
2 22 6 
2 19 20 
2 0 6 
2 16 22 
2 7 24 
2 23 12 
2 16 10 
2 19 20 
2 16 20 
2 8 14 
2 6 7 
2 19 29 
2 2 8 
2 24 26 
2 0 13 
2 0 28 
2 5 27 
2 21 14 
2 9 11 
2 6 9 
2 11 13 
2 5 10 
2 8 24 
2 2 15 
2 23 27 
2 2 26 
2 5 8 
2 18 19 
2 0 21 
2 2 10 
2 21 11 
2 8 10 
2 10 12 
2 3 28 
2 12 14 
2 0 24 
2 2 22 
2 26 12 
2 3 15 
2 19 14 
2 23 13 
2 3 14 
