15 true

6 16 1 5 15 0 7 11 15 12 5 19 4 5 3 
19 14 15 4 5 16 17 15 16 8 14 14 19 6 0 
3 4 2 5 15 1 5 4 12 0 11 13 3 10 2 
14 15 7 0 14 14 19 10 14 16 10 3 0 16 6 
8 2 7 1 1 17 18 3 9 8 12 5 6 4 6 
0 11 14 19 18 5 13 5 8 12 18 12 19 19 16 
0 8 9 7 4 8 1 14 9 18 0 16 7 1 4 
1 13 0 4 15 9 12 7 0 11 13 13 6 7 1 
9 6 12 4 0 9 18 14 5 13 19 18 19 1 10 
8 18 8 1 15 18 18 7 6 10 17 19 8 5 10 
19 14 13 8 16 14 3 7 0 5 7 16 6 9 5 
11 18 8 6 4 9 6 1 9 13 11 2 16 10 6 
9 19 3 0 0 4 12 4 11 13 19 13 10 17 12 
15 17 11 1 10 0 0 11 10 6 7 16 10 15 7 
19 10 16 6 10 9 9 14 12 7 12 9 4 8 19 

27 27 
2 1 8 
2 9 11 
2 1 14 
2 10 11 
2 1 13 
2 2 3 
2 5 9 
2 11 13 
2 5 12 
2 4 6 
2 10 11 
2 2 12 
2 8 9 
2 2 8 
2 3 11 
2 13 14 
2 2 10 
2 7 12 
2 5 6 
2 1 4 
2 10 11 
2 4 10 
2 10 13 
2 4 5 
2 9 11 
2 10 14 
2 3 6 

2 8 11 
2 11 13 
2 2 4 
2 10 11 
2 7 9 
2 3 13 
2 5 9 
2 2 6 
2 0 14 
2 0 12 
2 4 5 
2 4 8 
2 5 12 
2 0 6 
2 2 13 
2 3 6 
2 8 9 
2 8 11 
2 2 12 
2 0 2 
2 3 6 
2 1 9 
2 8 9 
2 10 12 
2 7 11 
2 5 10 
2 0 9 
