25 true

9 2 2 16 2 14 16 1 14 9 6 5 11 15 10 13 5 6 1 11 14 17 6 4 11 
18 6 7 5 17 17 2 1 6 14 10 11 11 13 9 0 9 7 12 12 4 6 8 0 16 
3 19 15 13 5 15 15 16 14 18 12 10 8 4 7 2 5 14 15 4 10 1 5 11 10 
7 10 9 18 1 13 17 13 13 13 19 4 19 5 12 12 17 15 7 2 14 8 5 10 17 
10 4 8 9 15 6 18 2 1 16 19 1 7 5 19 6 16 8 13 0 15 14 4 6 0 
10 3 13 5 11 14 19 8 5 13 5 6 6 13 13 17 11 16 1 16 8 3 14 9 10 
8 19 3 8 8 19 16 19 3 3 18 16 1 1 16 13 9 3 3 16 15 19 1 2 2 
19 14 7 11 3 11 4 18 17 6 18 18 19 6 18 9 2 12 15 3 18 9 15 1 11 
4 3 14 13 11 0 14 17 15 12 9 10 4 5 7 2 14 5 12 12 3 8 16 17 2 
5 3 15 2 4 11 10 1 8 15 18 0 11 6 6 5 5 18 8 17 2 10 16 1 17 
5 7 10 9 6 6 8 11 13 0 4 5 6 3 2 12 2 19 6 6 6 1 15 6 8 
2 17 15 15 6 4 4 6 11 4 11 12 12 5 10 4 19 17 17 1 19 17 8 19 7 
16 8 3 7 14 13 14 12 18 16 3 16 4 3 13 18 16 1 4 13 10 4 5 17 16 
6 7 1 12 11 16 0 18 2 6 11 18 7 15 4 4 4 17 11 2 19 19 1 8 4 
14 15 1 7 18 16 2 14 0 5 18 17 11 19 0 0 4 17 16 17 8 9 11 8 8 
12 18 3 5 3 7 12 10 3 15 18 9 3 10 14 18 7 17 1 7 19 17 14 14 3 
8 5 10 19 3 12 3 12 16 11 12 9 2 7 9 2 7 17 0 3 15 8 1 0 15 
17 8 10 5 3 14 8 15 2 9 7 8 3 7 2 8 10 13 19 3 3 17 9 16 14 
11 6 15 0 18 19 13 1 1 3 8 14 13 10 8 15 9 5 14 2 0 18 2 3 13 
9 14 9 19 19 0 18 0 3 14 5 17 2 10 2 13 0 5 4 12 11 9 14 19 4 
14 13 13 12 3 9 15 12 19 4 5 13 6 13 18 10 12 17 17 1 0 9 14 5 11 
11 4 6 15 2 17 15 3 19 17 15 9 11 19 15 15 9 0 14 2 7 12 17 11 7 
14 6 14 15 1 19 7 16 18 5 17 13 13 12 7 2 6 7 6 4 10 12 9 19 17 
14 5 5 2 11 1 13 1 15 19 0 17 3 2 18 3 4 8 8 13 17 15 6 2 7 
6 5 4 1 5 15 19 4 14 7 2 19 0 18 5 11 17 17 18 6 9 16 17 10 11 

81 81 
2 2 13 
2 0 21 
2 6 11 
2 19 14 
2 1 8 
2 21 24 
2 9 12 
2 3 21 
2 20 23 
2 1 5 
2 3 13 
2 18 6 
2 23 9 
2 1 2 
2 16 14 
2 18 11 
2 6 15 
2 17 13 
2 16 23 
2 0 18 
2 0 5 
2 16 20 
2 19 22 
2 1 6 
2 5 11 
2 17 18 
2 18 15 
2 0 13 
2 12 13 
2 11 15 
2 16 11 
2 18 10 
2 5 24 
2 21 24 
2 1 17 
2 0 7 
2 23 15 
2 18 8 
2 0 2 
2 21 14 
2 6 15 
2 2 6 
2 9 15 
2 11 15 
2 23 14 
2 21 12 
2 20 23 
2 0 18 
2 19 4 
2 23 24 
2 2 11 
2 22 14 
2 20 6 
2 19 14 
2 19 9 
2 3 6 
2 7 24 
2 5 14 
2 0 18 
2 1 21 
2 16 7 
2 8 13 
2 5 22 
2 5 12 
2 9 12 
2 10 15 
2 5 12 
2 17 4 
2 6 10 
2 18 7 
2 16 17 
2 17 7 
2 3 11 
2 17 6 
2 3 15 
2 1 4 
2 23 12 
2 0 8 
2 0 23 
2 19 15 
2 0 17 

2 19 3 
2 16 10 
2 24 15 
2 20 23 
2 19 13 
2 21 7 
2 10 14 
2 5 24 
2 17 11 
2 19 12 
2 4 8 
2 19 7 
2 16 2 
2 2 9 
2 5 22 
2 18 12 
2 5 8 
2 2 4 
2 1 9 
2 4 7 
2 10 12 
2 0 24 
2 11 14 
2 3 8 
2 18 22 
2 17 1 
2 17 24 
2 16 4 
2 21 14 
2 21 23 
2 19 12 
2 13 14 
2 17 19 
2 1 20 
2 16 2 
2 17 11 
2 16 4 
2 13 14 
2 4 15 
2 1 21 
2 18 3 
2 16 1 
2 5 11 
2 16 24 
2 17 14 
2 3 24 
2 5 9 
2 3 9 
2 22 11 
2 2 24 
2 16 19 
2 18 19 
2 9 13 
2 17 1 
2 3 20 
2 20 12 
2 1 3 
2 19 24 
2 16 14 
2 23 13 
2 9 10 
2 4 14 
2 4 8 
2 17 18 
2 0 10 
2 17 24 
2 16 2 
2 13 15 
2 24 15 
2 9 12 
2 18 7 
2 16 14 
2 7 14 
2 19 11 
2 8 24 
2 2 6 
2 3 13 
2 0 7 
2 1 17 
2 19 8 
2 17 12 
